formula,Layer Group,Layer Group Number,composition,ave_atomic_number,ave_atomic_radius,ave_atomic_radius_rahm,ave_atomic_volume,ave_atomic_weight,ave_boiling_point,ave_bulk_modulus,ave_c6_gb,ave_covalent_radius_cordero,ave_covalent_radius_pyykko,ave_covalent_radius_pyykko_double,ave_covalent_radius_pyykko_triple,ave_covalent_radius_slater,ave_density,ave_dipole_polarizability,ave_electron_negativity,ave_electron_affinity,ave_en_allen,ave_en_ghosh,ave_en_pauling,ave_first_ion_en,ave_fusion_enthalpy,ave_gs_bandgap,ave_gs_energy,ave_gs_est_bcc_latcnt,ave_gs_est_fcc_latcnt,ave_gs_mag_moment,ave_gs_volume_per,ave_hhi_p,ave_hhi_r,ave_heat_capacity_mass,ave_heat_capacity_molar,ave_icsd_volume,ave_evaporation_heat,ave_heat_of_formation,ave_lattice_constant,ave_mendeleev_number,ave_melting_point,ave_molar_volume,ave_num_unfilled,ave_num_valance,ave_num_d_unfilled,ave_num_d_valence,ave_num_f_unfilled,ave_num_f_valence,ave_num_p_unfilled,ave_num_p_valence,ave_num_s_unfilled,ave_num_s_valence,ave_period,ave_specific_heat,ave_thermal_conductivity,ave_vdw_radius,ave_vdw_radius_alvarez,ave_vdw_radius_mm3,ave_vdw_radius_uff,ave_sound_velocity,ave_Polarizability,sum_atomic_number,sum_atomic_radius,sum_atomic_radius_rahm,sum_atomic_volume,sum_atomic_weight,sum_boiling_point,sum_bulk_modulus,sum_c6_gb,sum_covalent_radius_cordero,sum_covalent_radius_pyykko,sum_covalent_radius_pyykko_double,sum_covalent_radius_pyykko_triple,sum_covalent_radius_slater,sum_density,sum_dipole_polarizability,sum_electron_negativity,sum_electron_affinity,sum_en_allen,sum_en_ghosh,sum_en_pauling,sum_first_ion_en,sum_fusion_enthalpy,sum_gs_bandgap,sum_gs_energy,sum_gs_est_bcc_latcnt,sum_gs_est_fcc_latcnt,sum_gs_mag_moment,sum_gs_volume_per,sum_hhi_p,sum_hhi_r,sum_heat_capacity_mass,sum_heat_capacity_molar,sum_icsd_volume,sum_evaporation_heat,sum_heat_of_formation,sum_lattice_constant,sum_mendeleev_number,sum_melting_point,sum_molar_volume,sum_num_unfilled,sum_num_valance,sum_num_d_unfilled,sum_num_d_valence,sum_num_f_unfilled,sum_num_f_valence,sum_num_p_unfilled,sum_num_p_valence,sum_num_s_unfilled,sum_num_s_valence,sum_period,sum_specific_heat,sum_thermal_conductivity,sum_vdw_radius,sum_vdw_radius_alvarez,sum_vdw_radius_mm3,sum_vdw_radius_uff,sum_sound_velocity,sum_Polarizability,var_atomic_number,var_atomic_radius,var_atomic_radius_rahm,var_atomic_volume,var_atomic_weight,var_boiling_point,var_bulk_modulus,var_c6_gb,var_covalent_radius_cordero,var_covalent_radius_pyykko,var_covalent_radius_pyykko_double,var_covalent_radius_pyykko_triple,var_covalent_radius_slater,var_density,var_dipole_polarizability,var_electron_negativity,var_electron_affinity,var_en_allen,var_en_ghosh,var_en_pauling,var_first_ion_en,var_fusion_enthalpy,var_gs_bandgap,var_gs_energy,var_gs_est_bcc_latcnt,var_gs_est_fcc_latcnt,var_gs_mag_moment,var_gs_volume_per,var_hhi_p,var_hhi_r,var_heat_capacity_mass,var_heat_capacity_molar,var_icsd_volume,var_evaporation_heat,var_heat_of_formation,var_lattice_constant,var_mendeleev_number,var_melting_point,var_molar_volume,var_num_unfilled,var_num_valance,var_num_d_unfilled,var_num_d_valence,var_num_f_unfilled,var_num_f_valence,var_num_p_unfilled,var_num_p_valence,var_num_s_unfilled,var_num_s_valence,var_period,var_specific_heat,var_thermal_conductivity,var_vdw_radius,var_vdw_radius_alvarez,var_vdw_radius_mm3,var_vdw_radius_uff,var_sound_velocity,var_Polarizability,max_atomic_number,max_atomic_radius,max_atomic_radius_rahm,max_atomic_volume,max_atomic_weight,max_boiling_point,max_bulk_modulus,max_c6_gb,max_covalent_radius_cordero,max_covalent_radius_pyykko,max_covalent_radius_pyykko_double,max_covalent_radius_pyykko_triple,max_covalent_radius_slater,max_density,max_dipole_polarizability,max_electron_negativity,max_electron_affinity,max_en_allen,max_en_ghosh,max_en_pauling,max_first_ion_en,max_fusion_enthalpy,max_gs_bandgap,max_gs_energy,max_gs_est_bcc_latcnt,max_gs_est_fcc_latcnt,max_gs_mag_moment,max_gs_volume_per,max_hhi_p,max_hhi_r,max_heat_capacity_mass,max_heat_capacity_molar,max_icsd_volume,max_evaporation_heat,max_heat_of_formation,max_lattice_constant,max_mendeleev_number,max_melting_point,max_molar_volume,max_num_unfilled,max_num_valance,max_num_d_unfilled,max_num_d_valence,max_num_f_unfilled,max_num_f_valence,max_num_p_unfilled,max_num_p_valence,max_num_s_unfilled,max_num_s_valence,max_period,max_specific_heat,max_thermal_conductivity,max_vdw_radius,max_vdw_radius_alvarez,max_vdw_radius_mm3,max_vdw_radius_uff,max_sound_velocity,max_Polarizability,min_atomic_number,min_atomic_radius,min_atomic_radius_rahm,min_atomic_volume,min_atomic_weight,min_boiling_point,min_bulk_modulus,min_c6_gb,min_covalent_radius_cordero,min_covalent_radius_pyykko,min_covalent_radius_pyykko_double,min_covalent_radius_pyykko_triple,min_covalent_radius_slater,min_density,min_dipole_polarizability,min_electron_negativity,min_electron_affinity,min_en_allen,min_en_ghosh,min_en_pauling,min_first_ion_en,min_fusion_enthalpy,min_gs_bandgap,min_gs_energy,min_gs_est_bcc_latcnt,min_gs_est_fcc_latcnt,min_gs_mag_moment,min_gs_volume_per,min_hhi_p,min_hhi_r,min_heat_capacity_mass,min_heat_capacity_molar,min_icsd_volume,min_evaporation_heat,min_heat_of_formation,min_lattice_constant,min_mendeleev_number,min_melting_point,min_molar_volume,min_num_unfilled,min_num_valance,min_num_d_unfilled,min_num_d_valence,min_num_f_unfilled,min_num_f_valence,min_num_p_unfilled,min_num_p_valence,min_num_s_unfilled,min_num_s_valence,min_period,min_specific_heat,min_thermal_conductivity,min_vdw_radius,min_vdw_radius_alvarez,min_vdw_radius_mm3,min_vdw_radius_uff,min_sound_velocity,min_Polarizability
BrIPtZrS2,p1,1,Br1 I1 Pt1 Zr1 S2,39.66666667,143.5491499,230.5,17.23333333,92.872745,1829.174667,71.25330308,447.6666667,130,121.6666667,110.8333333,109.3333333,124.1666667,6.691,45.21,2.398333333,2.188472177,13.06966667,0.21908235,2.385,9.762963333,9.943666667,1.153833333,-4.309554905,3.742160332,4.714826574,0,27.04729167,3083.333333,4233.333333,0.419166667,37.79,32.92666667,188.2516667,324.7745,7.08,83.33333333,932.4333333,16.61166667,2.666666667,12.33333333,1.5,5.166666667,0,2.333333333,1,3,0.166666667,1.833333333,4.333333333,0.66762091,15.9965,196.5,208.1666667,230.1666667,377.2833333,3314.962448,6.433333333,238,861.2948996,1383,103.4,557.23647,10975.048,427.5198185,2686,780,730,665,656,745,40.146,271.26,14.39,13.13083306,78.418,1.3144941,14.31,58.57778,59.662,6.923,-25.85732943,22.45296199,28.28895944,0,162.28375,18500,25400,2.515,226.74,197.56,1129.51,1948.647,42.48,500,5594.6,99.67,16,74,9,31,0,14,6,18,1,11,26,4.005725457,95.979,1179,1249,1381,2263.7,19889.77469,38.6,464.8888889,181.1581462,356.5833333,32.15555556,3195.430928,3284537.78,8730.394761,182259.5556,582,321.8888889,193.8055556,132.2222222,428.4722222,46.07045833,1204.790867,0.267547222,0.878925203,9.143740556,0.001894171,0.271591667,2.638388132,72.25734856,0.826718806,6.048221844,0.149821633,0.237827017,0,70.59316259,3441388.889,9115555.556,0.052294806,410.9242667,273.8194556,55435.15935,39466.58871,8.061666667,340.5555556,666548.3622,26.43871389,5.888888889,54.88888889,8.583333333,20.80555556,0,27.22222222,0.666666667,4.666666667,0.138888889,0.138888889,1.222222222,0.128510387,696.3286629,275.5833333,599.8055556,201.1388889,3830.724722,313398.4702,28.17972222,78,160,268,25.7,195.084,4650,230,1360,175,154,129,125,155,21.45,121,2.96,3.3635882,15.88,0.25691,2.96,11.8138,22.175,2.202,-1.505402418,4.414518159,5.561944354,0,43.015,5500,9100,0.708,75.69,65.14,567,610,10.47,98,2125,25.72,8,24,8,10,0,14,2,5,1,2,6,1.145907187,72,223,252,254,450,3826.473598,17.9,16,127,214,9.1,32.06,331.9,1.9,140,105,103,94,95,100,2.07,21.8,1.33,0.426,7.808,0.1248887,1.33,6.6339,1.721,0,-8.545958555,3.108612885,3.91660681,0,15.02,700,1000,0.133,22.7,15.1,10.5,106.757,3.23,49,265.9,9.09,1,4,0,0,0,0,0,0,0,1,3,0.133,0.12,180,186,215,275.4,2467.612558,2.9
PdNi3S3Se5,p1,1,Pd1 Ni3 S3 Se5,29,132.5,219.5,13.14166667,64.46126667,1614.331,65.38333333,282.6666667,118.8333333,111.5833333,103.0833333,102.9166667,118.3333333,5.7405,32.6075,2.368333333,1.697055174,13.3685,0.201141,2.368333333,9.25819,8.98275,0.883416667,-4.285196499,3.425449969,4.315796521,0.148848675,21.02755208,1608.333333,3791.666667,0.442083333,24.92541667,22.8025,153.1833333,302.8675,5.638333333,84.75,884.25,13.085,1.833333333,11.5,0.5,7,0,0,1.333333333,2.666666667,0,1.833333333,3.833333333,0.683757212,29.01791667,190.9166667,201,224.4166667,371.0916667,3850.785066,4.395833333,348,1590,2634,157.7,773.5352,19371.972,784.6,3392,1426,1339,1237,1235,1420,68.886,391.29,28.42,20.36466209,160.422,2.413692,28.42,111.09828,107.793,10.601,-51.42235799,41.10539963,51.78955826,1.7861841,252.330625,19300,45500,5.305,299.105,273.63,1838.2,3634.41,67.66,1017,10611,157.02,22,138,6,84,0,0,16,32,0,22,46,8.205086539,348.215,2291,2412,2693,4453.1,46209.42079,52.75,77,50.75,17.75,18.28743056,505.2106844,1133455.084,6568.546389,19097.55556,88.97222222,33.07638889,44.24305556,30.40972222,197.2222222,9.52936075,117.1536688,0.079830556,0.260293044,3.89942475,0.001520491,0.079830556,1.130793665,38.43893769,0.69777641,0.743375397,0.187520797,0.297670711,0.066467784,47.94839228,655763.8889,6769097.222,0.02705741,1.73809941,63.74686875,25438.76972,7050.812169,7.893697222,149.1875,377713.6875,18.381325,0.305555556,16.75,0.75,17,0,0,0.888888889,3.555555556,0,0.305555556,0.305555556,0.048436722,1660.333685,69.74305556,583,45.57638889,3751.532431,468604.4232,2.181190972,46,140,224,16.5,106.42,3413,180,628,139,120,117,112,140,12.02,51.1,2.58,2.07710403,15.31,0.23596,2.58,10.36001,17.48,2.202,-3.47079191,3.728679007,4.697841169,0.5953947,25.92,3200,8000,0.708,26.07,29.81,378.6,430.1,10.47,94,1825,16.42,2,16,2,10,0,0,2,4,0,2,5,0.887217308,91,210,240,237,420.5,4970,6.8,16,124,214,6.6,32.06,717.824,7.7,140,105,103,94,95,100,2.07,24.93,1.91,0.562,9.402,0.1440276,1.91,7.6398,1.721,0,-5.54632457,2.74306794,3.456049039,0,10.32,700,1000,0.244,22.7,10.86,10.5,227.2,3.52,67,386,6.59,0,6,0,0,0,0,0,0,0,0,3,0.244,0.205,180,182,215,283.4,3070,2.9
SeS3I4Pt4,p1,1,Se1 S3 I4 Pt4,50.5,139.9965305,228.1666667,16.85,121.9254067,1778.464333,81.85,340.75,127.9166667,120.75,112.75,111,126.25,9.71,34.61916667,2.504166667,2.416677441,13.05916667,0.2364686,2.4775,9.872721667,10.96608333,0.971083333,-3.824840872,3.749004737,4.723449985,0,27.95171875,3825,5383.333333,0.319416667,34.55191667,28.1275,178.25,312.3781667,6.860833333,86.25,947.9,16.85416667,1.666666667,16.5,0.333333333,7.166666667,0,4.666666667,1,3,0.333333333,1.666666667,4.75,0.628540866,24.24425,197.8333333,206.75,231.1666667,377.7166667,3225.523378,4.989166667,606,1679.958366,2738,202.2,1463.10488,21341.572,982.2,4089,1535,1449,1353,1332,1515,116.52,415.43,30.05,29.00012929,156.71,2.8376232,29.73,118.47266,131.593,11.653,-45.89809046,44.98805685,56.68139982,0,335.420625,45900,64600,3.833,414.623,337.53,2139,3748.538,82.33,1035,11374.8,202.25,20,198,4,86,0,56,12,36,4,20,57,7.542490386,290.931,2374,2481,2774,4532.6,38706.28054,59.87,574.4166667,81.02959613,84.97222222,46.59416667,3965.0282,2715480.823,10974.2375,17387.1875,199.2430556,132.3541667,178.8541667,131,271.3541667,70.16826667,58.65432431,0.026457639,0.207216087,4.469524306,0.000248015,0.039835417,0.450555594,68.19789324,0.698346243,3.440976692,0.284549533,0.451694228,0,132.8928912,3981875,9553055.556,0.05303741,199.0492021,127.1611854,42771.44167,36398.5189,6.906590972,168.3541667,602596.8867,46.74915764,0.222222222,46.41666667,0.222222222,17.30555556,0,43.55555556,0.666666667,4.666666667,0.222222222,0.222222222,1.354166667,0.131707298,1140.316582,161.3055556,297.3541667,93.97222222,5549.923056,192127.2843,2.019290972,78,150.7395914,238,25.7,195.084,4100,230,470,139,133,129,125,140,21.45,44,2.66,3.0590368,15.31,0.25691,2.66,10.45126,22.175,2.202,-1.505402418,4.414518159,5.561944354,0,43.015,5500,9100,0.708,54.43,42.51,470,565.7,10.47,97,2045,25.72,2,24,1,10,0,14,2,5,1,2,6,0.98181827,72,213,229,239,450,3826.473598,6.5,16,127,214,9.1,32.06,457.5,7.7,140,105,103,94,95,100,2.07,24.93,2.28,2.02067,10.16,0.2195176,2.2,8.9588,1.721,0,-6.02850968,3.108612885,3.91660681,0,15.02,700,1000,0.133,22.7,15.1,10.5,106.757,3.92,68,386,9.09,1,6,0,0,0,0,0,0,0,1,3,0.133,0.205,180,182,215,275.4,2680,2.9
Br2Re6S8,p-1,2,Br2 Re6 S8,40.5,134.5694135,227.75,14.00625,95.845625,2612.8995,142.8375,342,124.125,114.875,105.25,102.5,115,9.3075,39.565,2.3725,1.51525054,13.1875,0.239455875,2.3725,9.5943,14.301125,1.283125,-6.902871941,3.503866352,4.414594973,0,22.0740625,2000,2600,0.464625,30.36625,26.53875,272.945,442.81625,7.10375,81,1521.1125,13.56,3,13,1.875,3.125,0,5.25,1.125,2.625,0,2,4.25,0.560988398,18.1175,194.125,211.125,224.125,364.8875,3984.188369,5.46875,648,2153.110616,3644,224.1,1533.53,41806.392,2285.4,5472,1986,1838,1684,1640,1840,148.92,633.04,37.96,24.24400864,211,3.831294,37.96,153.5088,228.818,20.53,-110.445951,56.06186163,70.63351956,0,353.185,32000,41600,7.434,485.86,424.62,4367.12,7085.06,113.66,1296,24337.8,216.96,48,208,30,50,0,84,18,42,0,32,68,8.975814375,289.88,3106,3378,3586,5838.2,63747.0139,87.5,750.25,96.90733593,273.4375,22.35214844,5128.011689,6497911.552,30965.04484,62045.5,455.859375,168.109375,135.9375,56.25,262.5,82.41984375,389.143225,0.14839375,1.283849574,8.36904375,1.27E-05,0.14839375,2.071558261,235.9925474,1.043348359,18.87566454,0.109047581,0.173102245,0,34.38941025,1690000,3775000,0.069878484,295.1192734,239.0300359,111521.3762,68542.676,12.76489844,319,2240755.989,15.06025,2.5,50.5,5.859375,12.109375,0,45.9375,0.859375,4.234375,0,0,1.9375,0.124483427,535.7790063,289.609375,861.609375,104.359375,2920.823594,492082.1076,10.74433594,75,157.5553081,249,23.5,186.207,5900,370,663,151,131,119,110,135,21.02,65,2.96,3.3635882,15.88,0.2435164,2.96,11.8138,34.08,2.202,-1.583025338,3.892116444,4.903759436,0,29.48,3300,6900,0.708,75.69,65.14,704,774,10.47,98,3453,19.78,5,21,5,10,0,14,2,5,0,2,6,1.145907187,48,216,249,237,418.9,4700,9.7,16,127,214,8.85,32.06,331.9,1.9,140,105,103,94,95,100,2.07,21.8,1.9,0.15,9.46,0.23596,1.9,7.83352,1.721,0,-12.41702777,3.083225384,3.884620563,0,14.655,700,1000,0.137,22.7,14.71,10.5,111.85,2.76,58,265.9,8.86,1,6,0,0,0,0,0,0,0,2,3,0.138,0.12,180,186,215,295.4,2467.612558,2.9
Br2Re6Se8,p-1,2,Br2 Re6 Se8,49.5,141.0694135,232.75,14.50625,119.301125,2733.0375,143.1375,388.5,131.625,121.375,111.75,108.5,122.5,10.6675,40.22,2.3575,1.487033525,12.7025,0.233492275,2.3575,9.29049,16.785625,0.581625,-6.589659536,3.507063578,4.418623225,0,22.140625,2750,5100,0.271125,31.69775,28.56375,297.545,417.83125,4.04875,80.5,1573.1125,14.005,3,18,1.875,8.125,0,5.25,1.125,2.625,0,2,4.75,0.638597052,18.275,199.125,207.625,231.125,373.3875,3745.95157,5.90375,792,2257.110616,3724,232.1,1908.818,43728.6,2290.2,6216,2106,1942,1788,1736,1960,170.68,643.52,37.72,23.7925364,203.24,3.7358764,37.72,148.64784,268.57,9.306,-105.4345526,56.11301725,70.6979716,0,354.25,44000,81600,4.338,507.164,457.02,4760.72,6685.3,64.78,1288,25169.8,224.08,48,288,30,130,0,84,18,42,0,32,76,10.21755284,292.4,3186,3322,3698,5974.2,59935.22512,94.46,390.25,40.75496021,160.9375,24.09589844,2685.924715,6057003.53,30884.05234,45421.75,225.234375,55.984375,31.9375,2.25,93.75,64.58344375,370.4004,0.14239375,1.252938117,6.54544375,9.00E-05,0.14239375,1.698598067,179.6546465,0.246268984,20.73129858,0.110454468,0.175335539,0,34.88810898,302500,2025000,0.013134609,276.4769419,239.9767234,99214.24218,77444.26934,1.530135938,306.25,2125408.289,17.011575,2.5,5.5,5.859375,5.859375,0,45.9375,0.859375,4.234375,0,0,0.9375,0.157050491,530.161375,173.359375,1028.734375,25.609375,3649.486094,623985.8042,8.698748437,75,157.5553081,249,23.5,186.207,5900,370,663,151,131,119,110,135,21.02,65,2.96,3.3635882,15.88,0.2435164,2.96,11.8138,34.08,1.457,-1.583025338,3.892116444,4.903759436,0,29.48,3300,6900,0.474,75.69,65.14,704,774,6.67,98,3453,19.78,5,21,5,10,0,14,2,5,0,2,6,1.145907187,48,216,249,237,420.5,4700,9.7,34,137,219,8.85,78.971,331.9,1.9,187,120,114,107,107,115,3.12,21.8,1.9,0.15,9.46,0.2240328,1.9,7.83352,5.285,0,-12.41702777,3.083225384,3.884620563,0,14.655,2200,3300,0.137,25.363,14.71,29.56,111.85,2.76,58,265.9,8.86,1,16,0,5,0,0,0,0,0,2,4,0.138,0.12,185,182,222,295.4,2467.612558,3.05
Br2Re6Te8,p-1,2,Br2 Re6 Te8,58.5,151.0694135,241.75,16.50625,143.615625,2885.4875,171.4875,507.5,140.625,131.375,122.25,115.5,135,11.3925,45.6,2.1325,1.462136525,11.9125,0.224325475,2.1325,8.919095,22.130625,0.414125,-6.424914834,3.698711593,4.660084594,0,26.56229167,3100,4550,0.211625,31.88125,30.62875,292.595,402.53125,4.09375,80,1689.4625,16.025,3,18,1.875,8.125,0,5.25,1.125,2.625,0,2,5.25,0.295488398,19.515,207.125,216.125,238.625,386.6375,3375.95157,6.76875,936,2417.110616,3868,264.1,2297.85,46167.8,2743.8,8120,2250,2102,1956,1848,2160,182.28,729.6,34.12,23.3941844,190.6,3.5892076,34.12,142.70552,354.09,6.626,-102.7986374,59.17938549,74.5613535,0,424.9966666,49600,72800,3.386,510.1,490.06,4681.52,6440.5,65.5,1280,27031.4,256.4,48,288,30,130,0,84,18,42,0,32,84,4.727814375,312.24,3314,3458,3818,6186.2,54015.22512,108.3,192.25,119.3666899,84.4375,36.07089844,1315.905976,5539066.089,24042.48859,22573.75,96.984375,48.484375,42.4375,30.25,62.5,56.58669375,248.92,0.10639375,1.226986083,4.58229375,0.000347416,0.10639375,1.493437612,100.3014402,0.201504609,21.78607323,0.232127744,0.368479825,0,87.86151798,40000,1337500,0.010739734,274.1857609,249.3879609,101593.4102,83511.67559,1.560173438,294,1886905.332,30.848575,2.5,5.5,5.859375,5.859375,0,45.9375,0.859375,4.234375,0,0,0.4375,0.104166517,487.666575,91.359375,665.359375,49.984375,5073.529844,1053889.966,5.755585937,75,160,249,23.5,186.207,5900,370,663,151,136,128,121,140,21.02,65,2.96,3.3635882,15.88,0.2435164,2.96,11.8138,34.08,1.457,-1.583025338,4.111975037,5.180763906,0,34.76333333,3300,6900,0.474,75.69,65.14,704,774,6.67,98,3453,20.46,5,21,5,10,0,14,2,5,0,2,6,1.145907187,48,216,249,244,447,4700,9.7,35,137,219,8.85,79.904,331.9,1.9,187,120,114,109,110,115,3.12,21.8,1.9,0.15,9.46,0.2056992,1.9,7.83352,5.285,0,-12.41702777,3.083225384,3.884620563,0,14.655,2900,3300,0.137,25.48,14.71,29.56,111.85,2.76,58,265.9,8.86,1,16,0,5,0,0,0,0,0,2,4,0.138,0.12,185,186,222,295.4,2467.612558,3.05
BrCl3Nb4O4,p112,3,Br1 Cl3 Nb4 O4,23.5,147.3685368,210.4166667,14.9,51.82295667,1789.038333,82.46868028,425.425,112.1666667,104.25,93.5,88.75,102.9166667,3.889666667,45.12916667,2.716666667,1.9763201,15.46583333,0.2302733,2.716666667,11.01869083,11.31375,0.744666667,-5.528065029,3.220402005,4.057452275,0,17.67604167,3650,3925,0.553583333,32.78741667,24.5275,239.4255304,367.056,5.4925,84.25,997.1416667,15.3925,3.333333333,6.833333333,2,2.166666667,0,0,1,3,0.333333333,1.666666667,3.416666667,0.729668884,18.021085,182.5,196.3333333,211.9166667,355.75,1522.967713,6.299833333,282,1768.422442,2525,178.8,621.87548,21468.46,989.6241634,5105.1,1346,1251,1122,1065,1235,46.676,541.55,32.6,23.7158412,185.59,2.7632796,32.6,132.22429,135.765,8.936,-66.33678034,38.64482406,48.6894273,0,212.1125,43800,47100,6.643,393.449,294.33,2873.106365,4404.672,65.91,1011,11965.7,184.71,40,82,24,26,0,0,12,36,4,20,41,8.756026613,216.25302,2190,2356,2543,4269,18275.61256,75.598,203.75,9.725931313,1077.909722,15.64666667,1123.131418,5208873.878,4763.563257,257577.7185,1636.972222,1191.1875,795.4166667,715.6875,1218.576389,11.21179356,1912.823741,0.644122222,1.292076952,29.08615764,0.005612642,0.644122222,9.303244852,176.9027964,1.176137889,11.94611501,0.204423594,0.324502228,0,47.81643589,12314166.67,14708541.67,0.073945076,179.9425949,173.2430354,97066.60958,69792.33669,2.453885417,489.1875,1524374.954,10.83083542,6.888888889,9.972222222,8,8.972222222,0,0,0.666666667,4.666666667,0.222222222,0.222222222,1.576388889,0.126233899,647.2419507,744.75,1962.555556,634.9097222,1236.144167,2269006.406,44.65314297,41,157.5553081,251,23.5,92.90637,5015,170,1140,164,147,125,116,145,8.57,106,3.44,3.612725,21.36,0.304575,3.44,13.61805,30,2.493,-1.583025338,3.892116444,4.903759436,0,29.48,8500,8800,0.918,75.69,65.14,680,733,6.83,101,2741,19.78,7,17,6,10,0,0,2,5,1,2,5,1.145907187,54,218,256,243,418.9,3480,15.7,8,146,171,10.8,15.999,90.19,1.1,16.7,66,63,57,53,60,1.149,5.24,1.6,0.917406,8.34,0.1280782,1.6,6.75885,0.22,0,-10.09332153,2.630893787,3.314718462,0,9.105,500,500,0.265,24.6,17.36,15.57909119,111.85,3.3,53,54.8,10.83,1,5,0,0,0,0,0,0,0,1,2,0.268,0.0089,152,150,182,316.5,206,0.802
CaSn3Br4S4,p112,3,Ca1 Sn3 Br4 S4,31.16666667,151.768436,228.8333333,19.56666667,70.33866667,1132.074667,19.11666667,473.5833333,124.4166667,121.5833333,112.4166667,112.4166667,122.9166667,3.686666667,40.26,2.42,2.09362666,13.60358333,0.213203258,2.42,9.73668,4.8345,1.219666667,-3.046036589,3.903615501,4.91824734,0,29.89104167,2308.333333,3158.333333,0.504666667,41.70491667,40.745,100.1533333,219.79,7.633333333,86.08333333,436.2416667,18.02583333,2,11.33333333,0,5.833333333,0,0,2,3.5,0,2,3.916666667,0.735885729,33.525,195.1666667,207.3333333,233.8333333,412.2583333,3040.528719,5.636666667,374,1821.221233,2746,234.8,844.064,13584.896,229.4,5683,1493,1459,1349,1349,1475,44.24,483.12,29.04,25.12351992,163.243,2.5584391,29.04,116.84016,58.014,14.636,-36.55243906,46.84338601,59.01896807,0,358.6925,27700,37900,6.056,500.459,488.94,1201.84,2637.48,91.6,1033,5234.9,216.31,24,136,0,70,0,0,24,42,0,24,47,8.83062875,402.3,2342,2488,2806,4947.1,36486.34462,67.64,180.6388889,412.316861,338.6388889,22.23555556,1180.172776,800849.5841,520.6030556,336123.0764,407.0763889,422.5763889,293.9097222,234.2430556,589.4097222,4.640822222,1574.237367,0.326666667,1.13531313,9.352776243,0.001540807,0.326666667,4.093139131,5.78355675,0.836297556,1.391518309,0.025300241,0.040161629,0,13.72395009,1422430.556,7055763.889,0.035057889,580.2630709,321.0993417,14167.40436,6784.996367,4.164955556,479.9097222,49752.98076,9.423457639,1.666666667,29.22222222,0,24.30555556,0,0,1.666666667,2.416666667,0,4.93E-32,0.576388889,0.122636371,3331.676517,337.3055556,813.2222222,508.6388889,658.0474306,437697.4219,36.07508889,50,197,270,29.9,118.71,2543,58,2230,176,171,147,133,180,7.31,169,2.96,3.3635882,15.88,0.2412578,2.96,11.8138,8.54,2.202,-1.583025338,4.227260324,5.326014266,0,37.77,3900,6900,0.708,75.69,65.14,296,301.2,10.47,98,1112,26.2,4,17,0,10,0,0,4,5,0,2,5,1.145907187,200,231,262,281,439.2,3826.473598,25,16,127,214,15.5,32.06,331.9,1.9,140,105,103,94,95,100,1.55,21.8,1,0.02455,6.113,0.1154119,1,6.11316,1.721,0,-4.097216719,3.722284555,4.689784664,0,25.786875,700,1000,0.227,22.7,25.76,10.5,111.85,5.58,16,265.9,15.53,0,2,0,0,0,0,0,0,0,2,3,0.222,0.12,180,186,215,339.9,2467.612558,2.9
