formula,Layer Group,Layer Group Number,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,TotalAtomNumber,MaximumAtomNumber,MinimumAtomNumber,AverageAtomNumber,SpecificValue,AtomNumberVariance
Au2K2Se2,p11a,5,Au2 K2 Se2,19,79,60,44,23.33333333,19,3,89,86,52.66666667,33.11111111,3,39.0983,196.966569,157.868269,105.0082897,61.30551956,39.0983,336.53,1337.33,1000.8,722.62,409.8066667,336.53,1,16,15,9.333333333,5.555555556,1,4,6,2,4.666666667,0.888888889,4,120,203,83,153,33.33333333,120,0.82,2.55,1.73,1.97,0.766666667,0.82,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,25,24,14,8.666666667,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,73.10666667,56.40666667,38.57555556,23.02074074,16.7,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.095238095,0.095238095,0.476190476,0.333333333,0,0.526794252,0.116612717,-1.744734102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,2,2,0
As4O6,p11a,5,As4 O6,8,33,25,18,12,8,84,87,3,85.8,1.44,87,15.9994,74.9216,58.9222,39.56828,28.282656,15.9994,54.8,1090,1035.2,468.88,496.896,54.8,15,16,1,15.6,0.48,16,2,4,2,2.8,0.96,2,66,119,53,87.2,25.44,66,2.18,3.44,1.26,2.936,0.6048,3.44,2,2,0,2,0,2,3,4,1,3.6,0.48,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,15,9,9.6,4.32,6,0,0,0,0,0,0,2,3,1,2.4,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,9.105,22.175,13.07,14.333,6.2736,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,73.6,73.92,12,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,0.208333333,0.375,0.416666667,0,1,0.327598738,0.078623697,-2.866273728,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,4,5,2,0.01
Ag4Br12,p112/a,7,Ag4 Br12,35,47,12,38,4.5,35,65,95,30,87.5,11.25,95,79.904,107.8682,27.9642,86.89505,10.486575,79.904,265.8,1234.93,969.13,508.0825,363.42375,265.8,11,17,6,15.5,2.25,17,4,5,1,4.25,0.375,4,120,145,25,126.25,9.375,120,1.93,2.96,1.03,2.7025,0.38625,2.96,1,2,1,1.75,0.375,2,0,5,5,3.75,1.875,5,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,15.5,2.25,17,0,1,1,0.25,0.375,0,0,1,1,0.75,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,29.48,13.15,26.1925,4.93125,29.48,0,1.457,1.457,1.09275,0.546375,1.457,0,0,0,0,0,0,64,225,161,104.25,60.375,64,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,0.112903226,0.241935484,0.64516129,0,0,0.232966652,0.043681247,-2.65985591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,12,4,8,4,0.0625
Si6As8,p112/a,7,Si6 As8,14,33,19,24.85714286,9.306122449,33,78,84,6,81.42857143,2.93877551,84,28.0855,74.9216,46.8361,54.84898571,22.94013061,74.9216,1090,1687,597,1345.857143,292.4081633,1090,14,15,1,14.57142857,0.489795918,15,3,4,1,3.571428571,0.489795918,4,111,119,8,115.5714286,3.918367347,119,1.9,2.18,0.28,2.06,0.137142857,2.18,2,2,0,2,0,2,2,3,1,2.571428571,0.489795918,3,0,10,10,5.714285714,4.897959184,10,0,0,0,0,0,0,4,15,11,10.28571429,5.387755102,15,0,0,0,0,0,0,3,4,1,3.428571429,0.489795918,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3.428571429,0.489795918,3,20.44,22.175,1.735,21.43142857,0.849795918,22.175,0,0.773,0.773,0.331285714,0.378612245,0,0,0,0,0,0,0,166,227,61,192.1428571,29.87755102,166,2,0.714285714,0.642563064,0.596289666,0.581748903,0.574567736,0.194444444,0.25,0.555555556,0,1,0.019409169,0.004753266,-2.055273107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,8,6,7,2,0.005102041
Ag4Te4,p112/a,7,Ag4 Te4,47,52,5,49.5,2.5,47,65,90,25,77.5,12.5,65,107.8682,127.6,19.7318,117.7341,9.8659,107.8682,722.66,1234.93,512.27,978.795,256.135,722.66,11,16,5,13.5,2.5,11,5,5,0,5,0,5,138,145,7,141.5,3.5,138,1.93,2.1,0.17,2.015,0.085,1.93,1,2,1,1.5,0.5,1,0,4,4,2,2,0,10,10,0,10,0,10,0,0,0,0,0,0,11,16,5,13.5,2.5,11,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,1,16.33,34.76333333,18.43333333,25.54666667,9.216666667,16.33,0,0.464,0.464,0.232,0.232,0,0,0,0,0,0,0,152,225,73,188.5,36.5,152,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,0.111111111,0.148148148,0.740740741,0,0,0.007198962,0.001799741,-2.013206398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4,4,4,0
H2As6O12,p2_111,9,H2 As6 O12,1,33,32,14.8,10.92,8,84,92,8,86.6,1.56,87,1.00794,74.9216,73.91366,32.176914,25.6468116,15.9994,14.01,1090,1075.99,361.281,437.2314,54.8,1,16,15,14.2,2.64,16,1,4,3,2.5,0.9,2,31,119,88,78.4,24.36,66,2.18,3.44,1.26,2.938,0.6024,3.44,1,2,1,1.9,0.18,2,0,4,4,3.3,0.84,4,0,10,10,3,4.2,0,0,0,0,0,0,0,1,15,14,8.2,4.08,6,0,1,1,0.1,0.18,0,0,3,3,2.1,0.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.2,0.48,2,6.615,22.175,15.56,12.777,5.6388,9.105,0,7.853,7.853,0.7853,1.41354,0,0,0,0,0,0,0,12,194,182,76.4,77.28,12,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,0.231707317,0.402439024,0.365853659,0,0,0.327598738,0.078119231,-2.868892543,0.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,2,6.666666667,2,0.042222222
H2P6O12,p2_111,9,H2 P6 O12,1,15,14,9.4,3.36,8,83,92,9,86.3,1.98,87,1.00794,30.973762,29.965822,18.9925626,7.18871964,15.9994,14.01,317.3,303.29,129.471,112.6974,54.8,1,16,15,14.2,2.64,16,1,3,2,2.2,0.48,2,31,107,76,74.8,19.32,66,2.19,3.44,1.25,2.941,0.5988,3.44,1,2,1,1.9,0.18,2,0,4,4,3.3,0.84,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5.2,0.96,6,0,1,1,0.1,0.18,0,0,3,3,2.1,0.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.2,0.48,2,6.615,22.5702381,15.9552381,12.89557143,5.8048,9.105,0,7.853,7.853,1.2728,1.52736,0,0,0,0,0,0,0,2,194,192,27.2,33.36,12,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,0.365384615,0.634615385,0,0,0,0.323366154,0.077355116,-2.872834238,0.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,2,6.666666667,2,0.042222222
H2P6S12,p2_111,9,H2 P6 S12,1,16,15,14.2,2.64,16,83,92,9,86.9,2.34,88,1.00794,32.065,31.05706,28.6319226,5.52479652,32.065,14.01,388.36,374.35,329.607,70.5036,388.36,1,16,15,14.2,2.64,16,1,3,2,2.8,0.36,3,31,107,76,98.2,13.44,105,2.19,2.58,0.39,2.425,0.186,2.58,1,2,1,1.9,0.18,2,0,4,4,3.3,0.84,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5.2,0.96,6,0,1,1,0.1,0.18,0,0,3,3,2.1,0.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.2,0.48,2,6.615,25.786875,19.171875,22.90469643,3.458614286,25.786875,1.625,7.853,6.228,2.594,1.0518,2.202,0,0,0,0,0,0,2,194,192,62,36,70,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,0.365384615,0.634615385,0,0,0,0.037311127,0.008844123,-2.417393367,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,2,6.666666667,2,0.042222222
Br2Hf2S3,c211,10,Br2 Hf2 S3,16,72,56,37.42857143,19.75510204,16,45,95,50,77.71428571,18.69387755,88,32.065,178.49,146.425,87.569,51.95485714,32.065,265.8,2506,2240.2,958.3828571,884.3526531,388.36,4,17,13,12.85714286,5.06122449,16,3,6,3,4.142857143,1.06122449,3,105,175,70,129.2857143,26.12244898,105,1.3,2.96,1.66,2.322857143,0.584489796,2.58,2,2,0,2,0,2,0,5,5,3.142857143,1.795918367,4,0,10,10,3.428571429,3.755102041,0,0,14,14,4,5.714285714,0,6,18,12,12.57142857,5.632653061,6,0,0,0,0,0,0,0,2,2,1.142857143,0.734693878,2,0,8,8,2.285714286,3.265306122,0,0,0,0,0,0,0,1,8,7,3.428571429,2.612244898,2,22.2,29.48,7.28,25.81723214,2.093010204,25.786875,0,2.202,2.202,1.36,0.777142857,2.202,0,0,0,0,0,0,64,194,130,103.7142857,51.59183673,70,3,0.589015089,0.500485437,0.449086123,0.435402609,0.430035143,0.159090909,0.25,0.272727273,0.318181818,1,0.497871894,0.086137347,-2.206065808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,2.333333333,1,0.004535147
Br2Zr2S3,c211,10,Br2 Zr2 S3,16,40,24,28.28571429,10.53061224,16,44,95,51,77.42857143,19.10204082,88,32.065,91.224,59.159,62.63585714,26.20359184,32.065,265.8,2128,1862.2,850.3828571,730.0669388,388.36,4,17,13,12.85714286,5.06122449,16,3,5,2,3.857142857,0.734693878,3,105,175,70,129.2857143,26.12244898,105,1.33,2.96,1.63,2.331428571,0.572244898,2.58,2,2,0,2,0,2,0,5,5,3.142857143,1.795918367,4,0,10,10,3.428571429,3.755102041,0,0,0,0,0,0,0,4,17,13,8.571428571,4.816326531,6,0,0,0,0,0,0,0,2,2,1.142857143,0.734693878,2,0,8,8,2.285714286,3.265306122,0,0,0,0,0,0,0,1,8,7,3.428571429,2.612244898,2,23.195,29.48,6.285,26.10151786,1.930561224,25.786875,0,2.202,2.202,1.36,0.777142857,2.202,0,0,0,0,0,0,64,194,130,103.7142857,51.59183673,70,3,0.589015089,0.500485437,0.449086123,0.435402609,0.430035143,0.233333333,0.366666667,0.4,0,1,0.485327756,0.083556019,-2.220492973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,2.333333333,1,0.004535147
Cl2V2O3,c211,10,Cl2 V2 O3,8,23,15,14.85714286,5.87755102,8,46,94,48,77.28571429,17.87755102,87,15.9994,50.9415,34.9421,31.54102857,13.32139592,15.9994,54.8,2183,2128.2,696.2285714,849.5836735,54.8,5,17,12,13.14285714,4.653061224,16,2,4,2,2.857142857,0.734693878,2,66,153,87,101.1428571,30.12244898,66,1.63,3.44,1.81,2.842857143,0.693061224,3.44,2,2,0,2,0,2,0,5,5,3.142857143,1.795918367,4,0,3,3,0.857142857,1.224489796,0,0,0,0,0,0,0,5,7,2,6,0.571428571,6,0,0,0,0,0,0,0,2,2,1.142857143,0.734693878,2,0,7,7,2,2.857142857,0,0,0,0,0,0,0,1,7,6,3.142857143,2.204081633,2,9.105,24.4975,15.3925,14.61857143,5.645102041,9.105,0,2.493,2.493,0.712285714,1.01755102,0,0,0,0,0,0,0,12,229,217,88.85714286,80.08163265,12,3,0.589015089,0.500485437,0.449086123,0.435402609,0.430035143,0.333333333,0.523809524,0.142857143,0,0,0.559138715,0.107007453,-2.712354097,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,2.333333333,1,0.004535147
ClGeMnSTe2,pm11,11,Cl1 Ge1 Mn1 S1 Te2,16,52,36,32.33333333,13.11111111,52,52,94,42,82.16666667,11.11111111,90,32.065,127.6,95.535,75.04934083,35.03377278,127.6,171.6,1519,1347.4,789.28,383.9466667,722.66,7,17,10,14.33333333,2.555555556,16,3,5,2,4,0.666666667,5,102,139,37,123.6666667,14.66666667,138,1.55,3.16,1.61,2.25,0.413333333,2.1,2,2,0,2,0,2,0,5,5,3.166666667,1.444444444,4,0,10,10,5.833333333,4.166666667,10,0,0,0,0,0,0,6,16,10,11,4.333333333,16,0,0,0,0,0,0,0,4,4,1.833333333,0.888888889,2,0,5,5,0.833333333,1.388888889,0,0,0,0,0,0,0,1,5,4,2.666666667,1.222222222,2,10.48758621,34.76333333,24.27574713,25.55060465,6.22057591,34.76333333,0,2.493,2.493,1.001,0.897666667,0.464,0,0.000310121,0.000310121,5.17E-05,8.61E-05,0,64,225,161,146.6666667,53.11111111,152,5,0.471404521,0.381571414,0.341278752,0.334801876,0.333463313,0.181818182,0.287878788,0.53030303,0,1,0.476922164,0.05425193,-2.195561073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,1.2,1,0.004444444
ClISSeGa2,pm11,11,Cl1 I1 S1 Se1 Ga2,16,53,37,30.33333333,9.222222222,31,74,96,22,85.83333333,7.888888889,74,32.065,126.90447,94.83947,68.804745,23.36383,69.723,171.6,494,322.4,341.105,81.965,302.91,13,17,4,15.33333333,1.555555556,13,3,5,2,3.833333333,0.555555556,4,102,139,37,118.3333333,9.888888889,122,1.81,3.16,1.35,2.428333333,0.412222222,1.81,2,2,0,2,0,2,1,5,4,3.333333333,1.555555556,1,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,6,17,11,12,3.666666667,13,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,5,18.8575,43.015,24.1575,26.15572917,5.619756944,18.8575,0,2.493,2.493,1.092666667,0.836555556,0,0,0,0,0,0,0,14,70,56,56.66666667,14.22222222,64,5,0.471404521,0.381571414,0.341278752,0.334801876,0.333463313,0.166666667,0.277777778,0.555555556,0,1,0.365948438,0.050798117,-2.378743562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,1.2,1,0.004444444
SeTe3Rh4,pm11,11,Se1 Te3 Rh4,34,52,18,46.25,4.3125,45,59,90,31,74.375,15.375,59,78.96,127.6,48.64,109.17275,13.8204375,102.9055,494,2237,1743,1451.2475,785.7525,2237,9,16,7,12.5,3.5,9,4,5,1,4.875,0.21875,5,120,142,22,137.75,4.4375,142,2.1,2.55,0.45,2.24625,0.1096875,2.28,1,2,1,1.5,0.5,1,0,4,4,2,2,0,8,10,2,9,1,8,0,0,0,0,0,0,9,16,7,12.5,3.5,9,0,1,1,0.5,0.5,1,0,2,2,1,1,0,0,2,2,1,1,2,0,0,0,0,0,0,2,3,1,2.5,0.5,3,13.64,34.76333333,21.12333333,23.09625,9.45625,13.64,0,0.799,0.799,0.273875,0.273875,0,0,0,0,0,0,0,14,225,211,171.25,53.75,225,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,0.12,0.16,0.72,0,0,0.049364908,0.004955341,-2.241904876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,2.666666667,1,0.024305556
P4Se6,pb11,12,P4 Se6,15,34,19,26.4,9.12,34,83,89,6,86.6,2.88,89,30.973762,78.96,47.986238,59.7655048,23.03339424,78.96,317.3,494,176.7,423.32,84.816,494,15,16,1,15.6,0.48,16,3,4,1,3.6,0.48,4,107,120,13,114.8,6.24,120,2.19,2.55,0.36,2.406,0.1728,2.55,2,2,0,2,0,2,3,4,1,3.6,0.48,4,0,10,10,6,4.8,10,0,0,0,0,0,0,5,16,11,11.6,5.28,16,0,0,0,0,0,0,2,3,1,2.4,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,22.5702381,25.92,3.349761905,24.58009524,1.607885714,25.92,0.799,1.625,0.826,1.1294,0.39648,0.799,0,0,0,0,0,0,2,14,12,9.2,5.76,14,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,0.172413793,0.310344828,0.517241379,0,1,0.031880743,0.007651378,-2.399395026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,4,5,2,0.01
