formula,Layer Group,Layer Group Number,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,TotalAtomNumber,MaximumAtomNumber,MinimumAtomNumber,AverageAtomNumber,SpecificValue,AtomNumberVariance
Os2F8,p2_1/b11,17,Os2 F8,9,76,67,22.4,21.44,9,57,93,36,85.8,11.52,93,18.9984032,190.23,171.2315968,53.24472256,54.79411098,18.9984032,53.5,3306,3252.5,704,1040.8,53.5,8,17,9,15.2,2.88,17,2,6,4,2.8,1.28,2,57,144,87,74.4,27.84,57,2.2,3.98,1.78,3.624,0.5696,3.98,2,2,0,2,0,2,0,5,5,4,1.6,5,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,7,22,15,10,4.8,7,0,0,0,0,0,0,0,1,1,0.8,0.32,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,9.7075,14.09,4.3825,10.584,1.4024,9.7075,0,1.97,1.97,1.576,0.6304,1.97,0,0,0,0,0,0,15,194,179,50.8,57.28,15,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,0.2,0.4,0.12,0.28,1,0.547107279,0.087537165,-3.535012826,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,2,5,2,0.09
Ru2Cl8,p2_1/b11,17,Ru2 Cl8,17,44,27,22.4,8.64,17,56,94,38,86.4,12.16,94,35.453,101.07,65.617,48.5764,20.99744,35.453,171.6,2607,2435.4,658.68,779.328,171.6,8,17,9,15.2,2.88,17,3,5,2,3.4,0.64,3,102,146,44,110.8,14.08,102,2.2,3.16,0.96,2.968,0.3072,3.16,1,2,1,1.8,0.32,2,0,5,5,4,1.6,5,0,7,7,1.4,2.24,0,0,0,0,0,0,0,7,8,1,7.2,0.32,7,0,1,1,0.2,0.32,0,0,1,1,0.8,0.32,1,0,3,3,0.6,0.96,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,13.51,24.4975,10.9875,22.3,3.516,24.4975,0,2.493,2.493,1.9944,0.79776,2.493,0,0,0,0,0,0,64,194,130,90,41.6,64,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,0.25,0.555555556,0.194444444,0,1,0.205784147,0.032925464,-2.939234267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,2,5,2,0.09
Cr2H2O5,c2/m11,18,Cr2 H2 O5,1,24,23,10,6.222222222,8,49,92,43,79.66666667,13.62962963,87,1.00794,51.9961,50.98816,20.66723111,13.92394173,15.9994,14.01,2180,2165.99,518.0022222,738.665679,54.8,1,16,15,10.44444444,6.172839506,16,1,4,3,2.222222222,0.790123457,2,31,139,108,74.44444444,28.69135802,66,1.66,3.44,1.78,2.768888889,0.745679012,3.44,1,2,1,1.555555556,0.49382716,2,0,4,4,2.222222222,1.975308642,4,0,5,5,1.111111111,1.728395062,0,0,0,0,0,0,0,1,6,5,4.888888889,1.728395062,6,0,1,1,0.444444444,0.49382716,0,0,2,2,1.111111111,0.987654321,2,0,5,5,1.111111111,1.728395062,0,0,0,0,0,0,0,1,6,5,2.666666667,1.481481481,2,6.615,11.19,4.575,9.015,1.066666667,9.105,0,7.853,7.853,1.745111111,2.714617284,0,0,0,0,0,0,0,12,229,217,100.6666667,98.51851852,12,3,0.638284739,0.578314207,0.557812696,0.555815255,0.555567205,0.318181818,0.454545455,0.227272727,0,1,0.547107279,0.11041614,-2.649078703,0.222222222,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,2,3,1,0.024691358
H2V2O5,c2/m11,18,H2 V2 O5,1,23,22,9.777777778,5.87654321,8,46,92,46,79,14.66666667,87,1.00794,50.9415,49.93356,20.43287556,13.55938864,15.9994,14.01,2183,2168.99,518.6688889,739.702716,54.8,1,16,15,10.22222222,6.419753086,16,1,4,3,2.222222222,0.790123457,2,31,153,122,77.55555556,33.5308642,66,1.63,3.44,1.81,2.762222222,0.75308642,3.44,1,2,1,1.777777778,0.345679012,2,0,4,4,2.222222222,1.975308642,4,0,3,3,0.666666667,1.037037037,0,0,0,0,0,0,0,1,6,5,4.666666667,1.62962963,6,0,1,1,0.222222222,0.345679012,0,0,2,2,1.111111111,0.987654321,2,0,7,7,1.555555556,2.419753086,0,0,0,0,0,0,0,1,7,6,2.888888889,1.827160494,2,6.615,13.01,6.395,9.419444444,1.595802469,9.105,0,7.853,7.853,1.745111111,2.714617284,0,0,0,0,0,0,0,12,229,217,100.6666667,98.51851852,12,3,0.638284739,0.578314207,0.557812696,0.555815255,0.555567205,0.380952381,0.476190476,0.142857143,0,0,0.559138715,0.112282123,-2.63836425,0.222222222,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,2,3,1,0.024691358
P2Hg3,c2/m11,18,P2 Hg3,15,80,65,54,31.2,80,71,83,12,75.8,5.76,71,30.973762,200.59,169.616238,132.7435048,81.41579424,200.59,234.32,317.3,82.98,267.512,39.8304,234.32,12,15,3,13.2,1.44,12,3,6,3,4.8,1.44,6,107,132,25,122,12,132,2,2.19,0.19,2.076,0.0912,2,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,6,4.8,10,0,14,14,8.4,6.72,14,5,26,21,17.6,10.08,26,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,22.5702381,25.23758621,2.667348112,24.17064696,1.280327094,25.23758621,0,1.625,1.625,0.65,0.78,0,0,0,0,0,0,0,2,166,164,100.4,78.72,166,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,0.113636364,0.068181818,0.340909091,0.477272727,1,0.008984397,0.002156255,-2.073937399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,2.5,1,0.01
As4Ge4S4,p2_122,20,As4 Ge4 S4,16,33,17,27,7.333333333,16,79,88,9,83.66666667,3.111111111,79,32.065,74.9216,42.8566,59.87553333,18.54035556,32.065,388.36,1211.4,823.04,896.5866667,338.8177778,388.36,14,16,2,15,0.666666667,14,3,4,1,3.666666667,0.444444444,3,105,120,15,114.6666667,6.444444444,105,2.01,2.58,0.57,2.256666667,0.215555556,2.01,2,2,0,2,0,2,2,4,2,3,0.666666667,2,0,10,10,6.666666667,4.444444444,0,0,0,0,0,0,0,6,15,9,11.66666667,3.777777778,6,0,0,0,0,0,0,2,4,2,3,0.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0.666666667,2,22.175,25.786875,3.611875,23.655625,1.420833333,22.175,0,2.202,2.202,0.861666667,0.893555556,0,0,0,0,0,0,0,70,225,155,153.6666667,55.77777778,70,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.171428571,0.257142857,0.571428571,0,0,0.078013779,0.013824811,-2.244350865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
As4Ge4Se4,p2_122,20,As4 Ge4 Se4,32,34,2,33,0.666666667,32,79,89,10,84,3.333333333,79,72.64,78.96,6.32,75.5072,2.301866667,72.64,494,1211.4,717.4,931.8,291.8666667,494,14,16,2,15,0.666666667,14,4,4,0,4,0,4,119,120,1,119.6666667,0.444444444,119,2.01,2.55,0.54,2.246666667,0.202222222,2.01,2,2,0,2,0,2,2,4,2,3,0.666666667,2,10,10,0,10,0,10,0,0,0,0,0,0,14,16,2,15,0.666666667,14,0,0,0,0,0,0,2,4,2,3,0.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0.666666667,2,22.175,25.92,3.745,23.7,1.48,22.175,0,0.799,0.799,0.394,0.27,0,0,0,0,0,0,0,14,225,211,135,80.66666667,14,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.133333333,0.2,0.666666667,0,0,0.070306205,0.012350124,-2.235617894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
As4Ge4Te4,p2_122,20,As4 Ge4 Te4,32,52,20,39,8.666666667,32,79,90,11,84.33333333,3.777777778,79,72.64,127.6,54.96,91.72053333,23.91964444,72.64,722.66,1211.4,488.74,1008.02,190.24,722.66,14,16,2,15,0.666666667,14,4,5,1,4.333333333,0.444444444,4,119,138,19,125.6666667,8.222222222,119,2.01,2.18,0.17,2.096666667,0.057777778,2.01,2,2,0,2,0,2,2,4,2,3,0.666666667,2,10,10,0,10,0,10,0,0,0,0,0,0,14,16,2,15,0.666666667,14,0,0,0,0,0,0,2,4,2,3,0.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0.666666667,2,22.175,34.76333333,12.58833333,26.64777778,5.41037037,22.175,0,0.464,0.464,0.282333333,0.188222222,0,0,0,0,0,0,0,152,225,73,181,29.33333333,152,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,0.133333333,0.2,0.666666667,0,0,0.007198962,0.001202293,-2.095514234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,4,4,0
Ag4Br4,p2_12_12,21,Ag4 Br4,35,47,12,41,6,35,65,95,30,80,15,65,79.904,107.8682,27.9642,93.8861,13.9821,79.904,265.8,1234.93,969.13,750.365,484.565,265.8,11,17,6,14,3,11,4,5,1,4.5,0.5,4,120,145,25,132.5,12.5,120,1.93,2.96,1.03,2.445,0.515,1.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,14,3,11,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,29.48,13.15,22.905,6.575,16.33,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,225,161,144.5,80.5,64,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,0.107142857,0.178571429,0.714285714,0,1,0.232966652,0.058241663,-2.390146439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4,4,4,0
Mo2Te2Zn2O12,p2_12_12,21,Mo2 Te2 Zn2 O12,8,52,44,19.11111111,14.81481481,8,50,90,40,81.22222222,9.654320988,87,15.9994,127.6,111.6006,42.77071111,35.69508148,15.9994,54.8,2896,2841.2,515.5711111,614.3614815,54.8,6,16,10,14.44444444,2.419753086,16,2,5,3,2.888888889,1.185185185,2,66,154,88,90,32,66,1.65,3.44,1.79,2.95,0.653333333,3.44,1,2,1,1.888888889,0.197530864,2,0,4,4,3.111111111,1.382716049,4,0,10,10,2.777777778,3.703703704,0,0,0,0,0,0,0,6,16,10,7.777777778,2.765432099,6,0,1,1,0.111111111,0.197530864,0,0,2,2,1.555555556,0.691358025,2,0,5,5,0.555555556,0.987654321,0,0,0,0,0,0,0,0,6,6,2.222222222,0.839506173,2,9.105,34.76333333,25.65833333,13.22703704,5.496049383,9.105,0,0.464,0.464,0.051555556,0.091654321,0,0,0,0,0,0,0,12,229,217,71.88888889,79.85185185,12,4,0.693888666,0.669738907,0.666718099,0.666667687,0.66666667,0.242857143,0.4,0.357142857,0,1,0.551131362,0.093907833,-2.849929933,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,2,4.5,2,0.05787037
Se2W2Zn2O12,p2_12_12,21,Se2 W2 Zn2 O12,8,74,66,20.66666667,16.88888889,8,51,89,38,81.22222222,9.432098765,87,15.9994,183.84,167.8406,47.13071111,41.50841481,15.9994,54.8,3695,3640.2,578.9422222,717.7323457,54.8,6,16,10,14.44444444,2.419753086,16,2,6,4,2.888888889,1.185185185,2,66,162,96,88.88888889,30.51851852,66,1.65,3.44,1.79,3.022222222,0.557037037,3.44,2,2,0,2,0,2,0,4,4,3.111111111,1.382716049,4,0,10,10,2.666666667,3.555555556,0,0,14,14,1.555555556,2.765432099,0,6,20,14,9.333333333,4.444444444,6,0,0,0,0,0,0,0,2,2,1.555555556,0.691358025,2,0,6,6,0.666666667,1.185185185,0,0,0,0,0,0,0,0,6,6,2.222222222,0.839506173,2,9.105,25.92,16.815,12.28444444,4.239259259,9.105,0,0.799,0.799,0.088777778,0.15782716,0,0,0,0,0,0,0,12,229,217,56.55555556,68.86419753,12,4,0.693888666,0.669738907,0.666718099,0.666667687,0.66666667,0.214285714,0.333333333,0.285714286,0.166666667,1,0.551131362,0.076703622,-2.940873265,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,2,4.5,2,0.05787037
SCu2O4,c222,22,S1 Cu2 O4,8,29,21,15.14285714,8.163265306,8,64,88,24,80.57142857,9.469387755,87,15.9994,63.546,47.5466,31.87922857,18.14837551,15.9994,54.8,1357.77,1302.97,474.7285714,504.595102,54.8,11,16,5,14.57142857,2.040816327,16,2,4,2,2.714285714,0.816326531,2,66,132,66,90.42857143,27.91836735,66,1.9,3.44,1.54,2.877142857,0.643265306,3.44,1,2,1,1.714285714,0.408163265,2,0,4,4,2.857142857,1.632653061,4,0,10,10,2.857142857,4.081632653,0,0,0,0,0,0,0,6,11,5,7.428571429,2.040816327,6,0,1,1,0.285714286,0.408163265,0,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,25.786875,16.681875,12.04955357,3.92494898,9.105,0,2.202,2.202,0.314571429,0.539265306,0,0,0,0,0,0,0,12,225,213,81.14285714,82.20408163,12,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,0.230769231,0.384615385,0.384615385,0,1,0.447277936,0.091261447,-2.786451738,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,1,2.333333333,1,0.031746032
SeAg2O4,c222,22,Se1 Ag2 O4,8,47,39,22.85714286,16.97959184,8,65,89,24,81,9.142857143,87,15.9994,107.8682,91.8688,51.242,40.27725714,15.9994,54.8,1234.93,1180.13,454.7228571,457.0546939,54.8,11,16,5,14.57142857,2.040816327,16,2,5,3,3.142857143,1.306122449,2,66,145,79,96.28571429,34.6122449,66,1.93,3.44,1.51,2.881428571,0.638367347,3.44,1,2,1,1.714285714,0.408163265,2,0,4,4,2.857142857,1.632653061,4,0,10,10,4.285714286,4.897959184,0,0,0,0,0,0,0,6,16,10,8.857142857,3.265306122,6,0,1,1,0.285714286,0.408163265,0,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,25.92,16.815,13.57142857,5.104489796,9.105,0,0.799,0.799,0.114142857,0.195673469,0,0,0,0,0,0,0,12,225,213,73.14285714,86.7755102,12,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,0.193548387,0.322580645,0.483870968,0,1,0.434488699,0.089342161,-2.794279184,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,1,2.333333333,1,0.031746032
SeAu2O4,c222,22,Se1 Au2 O4,8,79,71,32,27.42857143,8,66,89,23,81.28571429,8.734693878,87,15.9994,196.966569,180.967169,76.69867686,69.37060212,15.9994,54.8,1337.33,1282.53,483.98,490.4914286,54.8,11,16,5,14.57142857,2.040816327,16,2,6,4,3.428571429,1.632653061,2,66,136,70,93.71428571,31.67346939,66,2.54,3.44,0.9,3.055714286,0.439183673,3.44,1,2,1,1.714285714,0.408163265,2,0,4,4,2.857142857,1.632653061,4,0,10,10,4.285714286,4.897959184,0,0,14,14,4,5.714285714,0,6,25,19,12.85714286,7.836734694,6,0,1,1,0.285714286,0.408163265,0,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,25.92,16.815,13.67714286,5.225306122,9.105,0,0.799,0.799,0.114142857,0.195673469,0,0,0,0,0,0,0,12,225,213,73.14285714,86.7755102,12,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,0.133333333,0.222222222,0.333333333,0.311111111,1,0.183313517,0.044595118,-3.022377929,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,1,2.333333333,1,0.031746032
BrISSeHf2,pmm2,23,Br1 I1 S1 Se1 Hf2,16,72,56,47,18.66666667,72,45,96,51,76.33333333,20.88888889,45,32.065,178.49,146.425,112.4689117,48.82591167,178.49,265.8,2506,2240.2,1091.168333,943.2211111,2506,4,17,13,12.33333333,5.555555556,4,3,6,3,4.666666667,1,6,105,175,70,139,24,175,1.3,2.96,1.66,2.225,0.616666667,1.3,2,2,0,2,0,2,0,5,5,3,2,0,0,10,10,5.666666667,4.333333333,2,0,14,14,4.666666667,6.222222222,14,6,18,12,15.33333333,3.111111111,18,0,0,0,0,0,0,0,2,2,1,0.666666667,0,0,8,8,2.666666667,3.555555556,8,0,0,0,0,0,0,1,8,7,3.666666667,2.888888889,8,22.2,43.015,20.815,28.1003125,5.431458333,22.2,0,2.202,2.202,0.92,0.653666667,0,0,0,0,0,0,0,14,194,180,100,62.66666667,194,5,0.471404521,0.381571414,0.341278752,0.334801876,0.333463313,0.130434783,0.195652174,0.369565217,0.304347826,0,0.497871894,0.08774464,-2.107188188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,1.2,1,0.004444444
